STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-07-17,0.00,60,72,54
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-07-18,0.00,62,74,55
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-07-19,0.00,61,70,56
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-07-20,0.00,60,66,55
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-07-21,0.00,61,68,55
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-07-22,0.00,60,66,55
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-07-23,0.00,61,75,53
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-07-24,0.00,61,70,55
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-07-25,0.00,61,71,56
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-07-26,0.00,62,75,57
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-07-27,0.00,65,75,58
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-07-28,0.00,63,74,56
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-07-29,0.00,63,72,57
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-07-30,0.00,62,71,56
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-07-31,0.00,64,75,58
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-01,0.00,64,73,58
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-02,0.00,65,71,55
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-03,0.00,60,68,55
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-04,0.00,60,68,56
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-05,0.00,61,68,58
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-06,0.00,63,75,58
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-07,0.00,62,75,56
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-08,0.00,63,74,57
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-09,0.00,63,75,57
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-10,0.00,64,75,58
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-11,0.00,62,70,57
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-12,0.00,63,71,59
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-13,0.00,63,71,58
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-14,0.00,63,70,58
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-15,0.00,63,71,58
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-16,0.00,63,73,58
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-17,0.00,65,76,59
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-18,0.00,64,75,58
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-19,0.00,65,73,59
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-20,0.00,64,73,60
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-21,0.00,64,71,59
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-22,0.00,63,73,58
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-23,0.00,62,73,56
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-24,0.00,62,71,56
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-25,0.00,62,69,56
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-26,0.00,62,77,55
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-27,0.00,67,88,59
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-28,0.00,70,89,60
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-29,0.00,66,75,58
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-30,0.00,62,71,56
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-08-31,0.00,63,74,55
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-01,0.00,62,71,55
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-02,0.00,61,69,57
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-03,0.00,61,67,55
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-04,0.00,60,73,54
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-05,0.00,60,78,53
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-06,0.00,63,82,55
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-07,0.00,65,75,58
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-08,0.00,65,75,60
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-09,0.00,62,69,58
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-10,0.00,62,68,59
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-11,0.00,62,70,57
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-12,0.00,62,75,55
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-13,0.00,63,72,58
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-14,0.00,61,72,54
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-15,0.00,61,70,57
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-16,0.00,60,68,55
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-17,0.00,61,70,55
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-18,0.00,62,71,57
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-19,0.00,65,71,60
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-20,0.00,66,86,56
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-21,0.00,73,90,62
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-22,0.00,69,73,55
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-23,0.00,61,82,54
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-24,0.00,62,72,55
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-25,0.00,61,67,57
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-26,0.00,61,66,59
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-27,0.00,63,72,59
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-28,0.00,63,71,57
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-29,0.00,61,73,53
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-09-30,0.00,63,83,54
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-01,0.00,66,80,56
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-02,0.00,66,82,57
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-03,0.00,67,87,57
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-04,0.00,68,79,55
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-05,0.00,60,68,54
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-06,0.00,60,66,56
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-07,0.00,58,62,56
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-08,0.00,58,64,55
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-09,0.00,60,72,55
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-10,0.00,60,72,52
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-11,0.00,59,64,54
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-12,0.00,60,67,51
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-13,0.00,56,62,50
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-14,0.00,57,74,50
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-15,0.00,61,79,51
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-16,0.00,64,83,54
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-17,0.03,63,70,53
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-18,0.00,56,61,51
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-19,0.00,55,67,48
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-20,0.29,60,67,55
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-21,0.44,63,70,61
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-22,0.46,63,65,56
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-23,0.26,59,65,54
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-24,4.02,62,65,57
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-25,0.34,59,63,54
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-26,0.00,58,64,54
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-27,0.00,61,71,56
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-28,0.00,63,75,57
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-29,0.00,63,73,56
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-30,0.00,60,64,57
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-10-31,0.00,59,63,56
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-01,0.13,61,66,60
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-02,0.00,62,66,59
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-03,0.00,60,71,55
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-04,0.06,64,65,56
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-05,0.00,58,65,53
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-06,0.00,58,63,54
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-07,0.00,56,62,47
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-08,0.28,54,63,48
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-09,0.15,58,65,52
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-10,0.00,60,65,56
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-11,0.00,59,68,53
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-12,0.00,60,71,54
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-13,0.00,60,66,54
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-14,0.00,60,66,55
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-15,0.00,59,61,55
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-16,0.00,58,63,53
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-17,0.00,57,67,49
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-18,0.00,56,61,51
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-19,0.01,56,61,53
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-20,0.00,58,66,51
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-21,0.00,57,68,48
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-22,0.00,57,66,47
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-23,0.00,56,63,48
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-24,0.00,55,66,46
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-25,0.00,56,64,46
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-26,0.00,56,66,49
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-27,0.00,55,67,48
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-28,0.00,58,70,51
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-29,0.00,58,67,51
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-11-30,0.00,56,66,49
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-01,0.00,59,70,49
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-02,0.00,58,62,49
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-03,0.00,54,56,51
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-04,0.00,55,58,53
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-05,0.00,53,58,49
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-06,0.02,53,55,50
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-07,0.05,54,60,51
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-08,0.00,54,56,51
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-09,0.01,54,57,46
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-10,0.00,49,57,42
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-11,0.00,48,56,39
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-12,0.70,51,56,48
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-13,3.14,54,61,46
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-14,0.21,49,52,43
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-15,0.36,48,56,44
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-16,0.28,53,57,48
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-17,0.00,49,55,43
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-18,0.00,47,52,41
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-19,0.00,45,50,41
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-20,0.00,48,54,45
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-21,0.25,47,52,42
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-22,0.80,49,59,47
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-23,1.92,55,59,53
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-24,0.13,54,55,48
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-25,0.70,52,55,46
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-26,0.06,48,52,43
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-27,0.36,49,52,45
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-28,0.00,46,49,44
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-29,0.82,48,51,45
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-30,0.00,47,53,45
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2021-12-31,0.00,48,54,41
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-01,0.00,47,52,39
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-02,0.00,43,53,35
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-03,0.27,51,55,47
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-04,0.15,53,59,51
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-05,0.00,53,58,51
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-06,0.00,54,55,52
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-07,0.00,53,57,50
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-08,0.00,51,56,45
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-09,0.00,50,57,41
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-10,0.00,52,61,47
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-11,0.00,51,60,44
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-12,0.00,53,58,44
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-13,0.00,53,58,47
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-14,0.00,52,62,46
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-15,0.00,53,63,47
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-16,0.00,55,59,51
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-17,0.00,53,59,48
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-18,0.00,52,60,45
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-19,0.00,50,59,45
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-20,0.00,49,60,45
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-21,0.00,53,66,44
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-22,0.00,59,63,49
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-23,0.00,53,64,43
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-24,0.00,51,61,42
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-25,0.00,51,58,44
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-26,0.00,49,61,44
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-27,0.00,51,64,41
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-28,0.00,53,64,43
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-29,0.00,52,60,44
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-30,0.00,51,58,43
USW00023234,"SAN FRANCISCO INTERNATIONAL AIRPORT, CA US",2022-01-31,0.00,51,58,45
